2025-04-07 20:36:01,488 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00248, setp 127, Reward 9.4  , Reach Goal,
2025-04-07 20:36:01,488 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00248, setp 333, Reward -52.4, Crashed,
2025-04-07 20:36:01,488 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00248, setp 182, Reward 8.8  , Reach Goal,
2025-04-07 20:36:03,690 - INFO - Env 20, Goal (002.3, -05.6), Episode 00362, setp 399, Reward 11.2 , Reach Goal,
2025-04-07 20:36:03,690 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00362, setp 176, Reward 11.1 , Reach Goal,
2025-04-07 20:36:03,690 - INFO - Env 21, Goal (031.9, -27.6), Episode 00362, setp 729, Reward 9.7  , Reach Goal,
2025-04-07 20:36:03,690 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00362, setp 054, Reward 9.5  , Reach Goal,
2025-04-07 20:36:03,690 - INFO - Env 23, Goal (006.8, 024.1), Episode 00362, setp 1016, Reward 11.2 , Reach Goal,
2025-04-07 20:36:11,770 - INFO - Env 08, Goal (002.2, 017.8), Episode 00245, setp 483, Reward 8.4  , Reach Goal,
2025-04-07 20:36:11,770 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00245, setp 245, Reward 10.8 , Reach Goal,
2025-04-07 20:36:11,770 - INFO - Env 06, Goal (011.7, 004.7), Episode 00245, setp 084, Reward 9.9  , Reach Goal,
2025-04-07 20:36:11,770 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00245, setp 1056, Reward 8.3  , Reach Goal,
2025-04-07 20:36:23,073 - INFO - Env 16, Goal (030.2, 027.9), Episode 00293, setp 440, Reward 11.1 , Reach Goal,
2025-04-07 20:36:23,073 - INFO - Env 18, Goal (018.7, -33.9), Episode 00293, setp 875, Reward 10.7 , Reach Goal,
2025-04-07 20:36:23,073 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00293, setp 261, Reward -64.8, Crashed,
2025-04-07 20:36:23,074 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00293, setp 580, Reward 8.1  , Reach Goal,
2025-04-07 20:36:25,576 - INFO - Env 02, Goal (019.3, 008.7), Episode 00289, setp 286, Reward 8.4  , Reach Goal,
2025-04-07 20:36:25,576 - INFO - Env 03, Goal (009.4, -35.0), Episode 00289, setp 1034, Reward 10.8 , Reach Goal,
2025-04-07 20:36:25,576 - INFO - Env 01, Goal (023.2, 016.6), Episode 00289, setp 670, Reward 11.0 , Reach Goal,
2025-04-07 20:36:25,576 - INFO - Env 05, Goal (000.1, -21.5), Episode 00289, setp 091, Reward -80.7, Crashed,
2025-04-07 20:36:25,576 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00289, setp 605, Reward 9.5  , Reach Goal,
2025-04-07 20:36:55,279 - INFO - Env 12, Goal (006.7, 019.0), Episode 00249, setp 273, Reward 9.3  , Reach Goal,
2025-04-07 20:36:55,279 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00249, setp 505, Reward 9.2  , Reach Goal,
2025-04-07 20:36:55,279 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00249, setp 163, Reward 8.6  , Reach Goal,
2025-04-07 20:36:55,279 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00249, setp 121, Reward 9.0  , Reach Goal,
2025-04-07 20:36:55,279 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00249, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 20:37:19,875 - INFO - Env 23, Goal (006.8, 024.1), Episode 00363, setp 385, Reward 9.9  , Reach Goal,
2025-04-07 20:37:19,875 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00363, setp 165, Reward 8.9  , Reach Goal,
2025-04-07 20:37:19,875 - INFO - Env 20, Goal (002.3, -05.6), Episode 00363, setp 412, Reward 8.3  , Reach Goal,
2025-04-07 20:37:19,875 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00363, setp 038, Reward 8.2  , Reach Goal,
2025-04-07 20:37:19,875 - INFO - Env 21, Goal (031.9, -27.6), Episode 00363, setp 706, Reward 9.4  , Reach Goal,
2025-04-07 20:37:33,180 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00290, setp 626, Reward 9.7  , Reach Goal,
2025-04-07 20:37:33,180 - INFO - Env 03, Goal (009.4, -35.0), Episode 00290, setp 158, Reward -161.8, Crashed,
2025-04-07 20:37:33,180 - INFO - Env 02, Goal (019.3, 008.7), Episode 00290, setp 282, Reward 8.0  , Reach Goal,
2025-04-07 20:37:33,180 - INFO - Env 01, Goal (023.2, 016.6), Episode 00290, setp 161, Reward -96.2, Crashed,
2025-04-07 20:37:33,180 - INFO - Env 05, Goal (000.1, -21.5), Episode 00290, setp 545, Reward 10.0 , Reach Goal,
2025-04-07 20:38:04,074 - INFO - Env 08, Goal (002.2, 017.8), Episode 00246, setp 482, Reward 9.5  , Reach Goal,
2025-04-07 20:38:04,074 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00246, setp 274, Reward 10.6 , Reach Goal,
2025-04-07 20:38:04,074 - INFO - Env 06, Goal (011.7, 004.7), Episode 00246, setp 079, Reward 8.6  , Reach Goal,
2025-04-07 20:38:04,074 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00246, setp 1049, Reward 8.3  , Reach Goal,
2025-04-07 20:38:05,872 - INFO - Env 16, Goal (030.2, 027.9), Episode 00294, setp 441, Reward 11.0 , Reach Goal,
2025-04-07 20:38:05,872 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00294, setp 465, Reward 8.2  , Reach Goal,
2025-04-07 20:38:05,872 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00294, setp 559, Reward 10.2 , Reach Goal,
2025-04-07 20:38:05,872 - INFO - Env 18, Goal (018.7, -33.9), Episode 00294, setp 961, Reward 10.8 , Reach Goal,
2025-04-07 20:38:36,772 - INFO - Env 23, Goal (006.8, 024.1), Episode 00364, setp 392, Reward 10.0 , Reach Goal,
2025-04-07 20:38:36,772 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00364, setp 175, Reward 11.2 , Reach Goal,
2025-04-07 20:38:36,772 - INFO - Env 20, Goal (002.3, -05.6), Episode 00364, setp 425, Reward 8.3  , Reach Goal,
2025-04-07 20:38:36,772 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00364, setp 059, Reward 11.0 , Reach Goal,
2025-04-07 20:38:36,772 - INFO - Env 21, Goal (031.9, -27.6), Episode 00364, setp 724, Reward 9.9  , Reach Goal,
2025-04-07 20:38:45,772 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00250, setp 149, Reward 11.0 , Reach Goal,
2025-04-07 20:38:45,772 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00250, setp 497, Reward 8.4  , Reach Goal,
2025-04-07 20:38:45,772 - INFO - Env 12, Goal (006.7, 019.0), Episode 00250, setp 272, Reward 11.0 , Reach Goal,
2025-04-07 20:38:45,772 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00250, setp 1037, Reward 9.0  , Reach Goal,
2025-04-07 20:38:45,772 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00250, setp 127, Reward 8.2  , Reach Goal,
2025-04-07 20:39:20,885 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00365, setp 027, Reward 8.1  , Reach Goal,
2025-04-07 20:39:20,885 - INFO - Env 20, Goal (002.3, -05.6), Episode 00365, setp 422, Reward 9.5  , Reach Goal,
2025-04-07 20:39:20,885 - INFO - Env 21, Goal (031.9, -27.6), Episode 00365, setp 062, Reward -133.1, Crashed,
2025-04-07 20:39:20,885 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00365, setp 152, Reward 10.3 , Reach Goal,
2025-04-07 20:39:20,900 - INFO - Env 23, Goal (006.8, 024.1), Episode 00365, setp 365, Reward 10.8 , Reach Goal,
2025-04-07 20:39:26,283 - INFO - Env 01, Goal (023.2, 016.6), Episode 00291, setp 699, Reward 9.9  , Reach Goal,
2025-04-07 20:39:26,283 - INFO - Env 02, Goal (019.3, 008.7), Episode 00291, setp 283, Reward 8.6  , Reach Goal,
2025-04-07 20:39:26,283 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00291, setp 633, Reward 8.3  , Reach Goal,
2025-04-07 20:39:26,283 - INFO - Env 05, Goal (000.1, -21.5), Episode 00291, setp 468, Reward 10.3 , Reach Goal,
2025-04-07 20:39:26,283 - INFO - Env 03, Goal (009.4, -35.0), Episode 00291, setp 1064, Reward 10.3 , Reach Goal,
2025-04-07 20:39:39,681 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00295, setp 344, Reward -40.8, Crashed,
2025-04-07 20:39:39,681 - INFO - Env 16, Goal (030.2, 027.9), Episode 00295, setp 457, Reward 8.4  , Reach Goal,
2025-04-07 20:39:39,681 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00295, setp 602, Reward 10.4 , Reach Goal,
2025-04-07 20:39:39,681 - INFO - Env 18, Goal (018.7, -33.9), Episode 00295, setp 882, Reward 9.5  , Reach Goal,
2025-04-07 20:40:00,680 - INFO - Env 06, Goal (011.7, 004.7), Episode 00247, setp 082, Reward 10.9 , Reach Goal,
2025-04-07 20:40:00,680 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00247, setp 272, Reward 8.3  , Reach Goal,
2025-04-07 20:40:00,680 - INFO - Env 08, Goal (002.2, 017.8), Episode 00247, setp 500, Reward 8.5  , Reach Goal,
2025-04-07 20:40:00,680 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00247, setp 1096, Reward 8.0  , Reach Goal,
2025-04-07 20:40:32,076 - INFO - Env 12, Goal (006.7, 019.0), Episode 00251, setp 270, Reward 9.6  , Reach Goal,
2025-04-07 20:40:32,076 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00251, setp 159, Reward 11.1 , Reach Goal,
2025-04-07 20:40:32,076 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00251, setp 1002, Reward 9.5  , Reach Goal,
2025-04-07 20:40:32,076 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00251, setp 136, Reward 10.8 , Reach Goal,
2025-04-07 20:40:32,082 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00251, setp 378, Reward -45.5, Crashed,
2025-04-07 20:40:33,377 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00366, setp 041, Reward 9.5  , Reach Goal,
2025-04-07 20:40:33,377 - INFO - Env 23, Goal (006.8, 024.1), Episode 00366, setp 145, Reward -57.0, Crashed,
2025-04-07 20:40:33,377 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00366, setp 189, Reward 8.5  , Reach Goal,
2025-04-07 20:40:33,377 - INFO - Env 20, Goal (002.3, -05.6), Episode 00366, setp 415, Reward 10.2 , Reach Goal,
2025-04-07 20:40:33,377 - INFO - Env 21, Goal (031.9, -27.6), Episode 00366, setp 683, Reward 8.2  , Reach Goal,
2025-04-07 20:40:36,876 - INFO - Env 01, Goal (023.2, 016.6), Episode 00292, setp 666, Reward 10.2 , Reach Goal,
2025-04-07 20:40:36,876 - INFO - Env 03, Goal (009.4, -35.0), Episode 00292, setp 101, Reward -170.5, Crashed,
2025-04-07 20:40:36,876 - INFO - Env 02, Goal (019.3, 008.7), Episode 00292, setp 285, Reward 9.2  , Reach Goal,
2025-04-07 20:40:36,876 - INFO - Env 05, Goal (000.1, -21.5), Episode 00292, setp 001, Reward -94.5, Crashed,
2025-04-07 20:40:36,876 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00292, setp 608, Reward 8.9  , Reach Goal,
2025-04-07 20:41:14,593 - INFO - Env 18, Goal (018.7, -33.9), Episode 00296, setp 899, Reward 10.7 , Reach Goal,
2025-04-07 20:41:14,593 - INFO - Env 16, Goal (030.2, 027.9), Episode 00296, setp 441, Reward 10.5 , Reach Goal,
2025-04-07 20:41:14,593 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00296, setp 419, Reward 8.8  , Reach Goal,
2025-04-07 20:41:14,593 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00296, setp 563, Reward 8.2  , Reach Goal,
2025-04-07 20:41:51,484 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00367, setp 041, Reward 8.7  , Reach Goal,
2025-04-07 20:41:51,484 - INFO - Env 20, Goal (002.3, -05.6), Episode 00367, setp 412, Reward 8.0  , Reach Goal,
2025-04-07 20:41:51,484 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00367, setp 183, Reward 10.9 , Reach Goal,
2025-04-07 20:41:51,484 - INFO - Env 23, Goal (006.8, 024.1), Episode 00367, setp 408, Reward 10.2 , Reach Goal,
2025-04-07 20:41:51,484 - INFO - Env 21, Goal (031.9, -27.6), Episode 00367, setp 723, Reward 9.6  , Reach Goal,
2025-04-07 20:41:59,281 - INFO - Env 08, Goal (002.2, 017.8), Episode 00248, setp 660, Reward 10.8 , Reach Goal,
2025-04-07 20:41:59,281 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00248, setp 279, Reward 9.2  , Reach Goal,
2025-04-07 20:41:59,281 - INFO - Env 06, Goal (011.7, 004.7), Episode 00248, setp 088, Reward 10.7 , Reach Goal,
2025-04-07 20:41:59,281 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00248, setp 1110, Reward 7.9  , Reach Goal,
2025-04-07 20:42:18,380 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00252, setp 168, Reward 11.1 , Reach Goal,
2025-04-07 20:42:18,380 - INFO - Env 12, Goal (006.7, 019.0), Episode 00252, setp 374, Reward 10.4 , Reach Goal,
2025-04-07 20:42:18,380 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00252, setp 494, Reward 8.0  , Reach Goal,
2025-04-07 20:42:18,381 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00252, setp 121, Reward 8.0  , Reach Goal,
2025-04-07 20:42:18,381 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00252, setp 995, Reward 9.9  , Reach Goal,
2025-04-07 20:42:31,184 - INFO - Env 01, Goal (023.2, 016.6), Episode 00293, setp 676, Reward 11.0 , Reach Goal,
2025-04-07 20:42:31,184 - INFO - Env 02, Goal (019.3, 008.7), Episode 00293, setp 281, Reward 10.9 , Reach Goal,
2025-04-07 20:42:31,184 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00293, setp 111, Reward -99.0, Crashed,
2025-04-07 20:42:31,184 - INFO - Env 05, Goal (000.1, -21.5), Episode 00293, setp 457, Reward 11.2 , Reach Goal,
2025-04-07 20:42:31,185 - INFO - Env 03, Goal (009.4, -35.0), Episode 00293, setp 1076, Reward 10.2 , Reach Goal,
2025-04-07 20:42:47,277 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00297, setp 450, Reward 8.8  , Reach Goal,
2025-04-07 20:42:47,277 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00297, setp 561, Reward 10.9 , Reach Goal,
2025-04-07 20:42:47,277 - INFO - Env 16, Goal (030.2, 027.9), Episode 00297, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 20:42:47,277 - INFO - Env 18, Goal (018.7, -33.9), Episode 00297, setp 870, Reward 10.4 , Reach Goal,
2025-04-07 20:43:06,775 - INFO - Env 23, Goal (006.8, 024.1), Episode 00368, setp 389, Reward 10.1 , Reach Goal,
2025-04-07 20:43:06,775 - INFO - Env 21, Goal (031.9, -27.6), Episode 00368, setp 714, Reward 9.8  , Reach Goal,
2025-04-07 20:43:06,775 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00368, setp 048, Reward 10.2 , Reach Goal,
2025-04-07 20:43:06,775 - INFO - Env 20, Goal (002.3, -05.6), Episode 00368, setp 429, Reward 9.3  , Reach Goal,
2025-04-07 20:43:06,775 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00368, setp 176, Reward 7.8  , Reach Goal,
2025-04-07 20:43:56,789 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00249, setp 245, Reward 8.5  , Reach Goal,
2025-04-07 20:43:56,789 - INFO - Env 06, Goal (011.7, 004.7), Episode 00249, setp 066, Reward 10.1 , Reach Goal,
2025-04-07 20:43:56,789 - INFO - Env 08, Goal (002.2, 017.8), Episode 00249, setp 501, Reward 9.8  , Reach Goal,
2025-04-07 20:43:56,790 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00249, setp 1115, Reward 8.1  , Reach Goal,
2025-04-07 20:44:02,978 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00253, setp 137, Reward 11.0 , Reach Goal,
2025-04-07 20:44:02,978 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00253, setp 985, Reward 9.0  , Reach Goal,
2025-04-07 20:44:02,984 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00253, setp 495, Reward 8.1  , Reach Goal,
2025-04-07 20:44:02,984 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00253, setp 181, Reward 10.2 , Reach Goal,
2025-04-07 20:44:02,984 - INFO - Env 12, Goal (006.7, 019.0), Episode 00253, setp 248, Reward 8.8  , Reach Goal,
2025-04-07 20:44:12,080 - INFO - Env 01, Goal (023.2, 016.6), Episode 00294, setp 178, Reward -95.0, Crashed,
2025-04-07 20:44:12,080 - INFO - Env 02, Goal (019.3, 008.7), Episode 00294, setp 286, Reward 8.3  , Reach Goal,
2025-04-07 20:44:12,080 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00294, setp 603, Reward 9.0  , Reach Goal,
2025-04-07 20:44:12,080 - INFO - Env 05, Goal (000.1, -21.5), Episode 00294, setp 458, Reward 8.2  , Reach Goal,
2025-04-07 20:44:12,081 - INFO - Env 03, Goal (009.4, -35.0), Episode 00294, setp 954, Reward -44.8, Crashed,
2025-04-07 20:44:22,671 - INFO - Env 18, Goal (018.7, -33.9), Episode 00298, setp 898, Reward 10.3 , Reach Goal,
2025-04-07 20:44:22,671 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00298, setp 563, Reward 11.0 , Reach Goal,
2025-04-07 20:44:22,671 - INFO - Env 16, Goal (030.2, 027.9), Episode 00298, setp 473, Reward 9.2  , Reach Goal,
2025-04-07 20:44:22,671 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00298, setp 428, Reward 10.8 , Reach Goal,
2025-04-07 20:44:22,969 - INFO - Env 21, Goal (031.9, -27.6), Episode 00369, setp 723, Reward 9.4  , Reach Goal,
2025-04-07 20:44:22,969 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00369, setp 166, Reward 9.6  , Reach Goal,
2025-04-07 20:44:22,969 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00369, setp 029, Reward 8.5  , Reach Goal,
2025-04-07 20:44:22,969 - INFO - Env 23, Goal (006.8, 024.1), Episode 00369, setp 359, Reward 10.8 , Reach Goal,
2025-04-07 20:44:22,969 - INFO - Env 20, Goal (002.3, -05.6), Episode 00369, setp 457, Reward 8.8  , Reach Goal,
2025-04-07 20:45:01,972 - INFO - Env 21, Goal (031.9, -27.6), Episode 00370, setp 189, Reward -110.8, Crashed,
2025-04-07 20:45:01,972 - INFO - Env 23, Goal (006.8, 024.1), Episode 00370, setp 368, Reward 11.2 , Reach Goal,
2025-04-07 20:45:01,972 - INFO - Env 20, Goal (002.3, -05.6), Episode 00370, setp 001, Reward -22.3, Crashed,
2025-04-07 20:45:01,972 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00370, setp 171, Reward 10.9 , Reach Goal,
2025-04-07 20:45:01,972 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00370, setp 042, Reward 10.1 , Reach Goal,
2025-04-07 20:45:47,780 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00250, setp 1045, Reward 8.2  , Reach Goal,
2025-04-07 20:45:47,780 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00250, setp 270, Reward 9.4  , Reach Goal,
2025-04-07 20:45:47,780 - INFO - Env 08, Goal (002.2, 017.8), Episode 00250, setp 482, Reward 10.3 , Reach Goal,
2025-04-07 20:45:47,780 - INFO - Env 06, Goal (011.7, 004.7), Episode 00250, setp 073, Reward 8.4  , Reach Goal,
2025-04-07 20:45:51,774 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00254, setp 479, Reward 8.1  , Reach Goal,
2025-04-07 20:45:51,774 - INFO - Env 12, Goal (006.7, 019.0), Episode 00254, setp 216, Reward 9.8  , Reach Goal,
2025-04-07 20:45:51,774 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00254, setp 146, Reward 10.5 , Reach Goal,
2025-04-07 20:45:51,774 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00254, setp 114, Reward 9.2  , Reach Goal,
2025-04-07 20:45:51,774 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00254, setp 1022, Reward 9.4  , Reach Goal,
2025-04-07 20:45:54,571 - INFO - Env 18, Goal (018.7, -33.9), Episode 00299, setp 860, Reward 10.2 , Reach Goal,
2025-04-07 20:45:54,571 - INFO - Env 16, Goal (030.2, 027.9), Episode 00299, setp 437, Reward 10.6 , Reach Goal,
2025-04-07 20:45:54,571 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00299, setp 432, Reward 9.1  , Reach Goal,
2025-04-07 20:45:54,571 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00299, setp 598, Reward 9.9  , Reach Goal,
2025-04-07 20:46:00,871 - INFO - Env 02, Goal (019.3, 008.7), Episode 00295, setp 280, Reward 8.0  , Reach Goal,
2025-04-07 20:46:00,871 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00295, setp 121, Reward -96.7, Crashed,
2025-04-07 20:46:00,871 - INFO - Env 01, Goal (023.2, 016.6), Episode 00295, setp 654, Reward 10.8 , Reach Goal,
2025-04-07 20:46:00,871 - INFO - Env 05, Goal (000.1, -21.5), Episode 00295, setp 296, Reward -47.6, Crashed,
2025-04-07 20:46:00,871 - INFO - Env 03, Goal (009.4, -35.0), Episode 00295, setp 1022, Reward 10.5 , Reach Goal,
2025-04-07 20:46:23,678 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00371, setp 177, Reward 10.4 , Reach Goal,
2025-04-07 20:46:23,678 - INFO - Env 23, Goal (006.8, 024.1), Episode 00371, setp 357, Reward 10.2 , Reach Goal,
2025-04-07 20:46:23,678 - INFO - Env 20, Goal (002.3, -05.6), Episode 00371, setp 402, Reward 9.0  , Reach Goal,
2025-04-07 20:46:23,678 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00371, setp 036, Reward 9.1  , Reach Goal,
2025-04-07 20:46:23,678 - INFO - Env 21, Goal (031.9, -27.6), Episode 00371, setp 766, Reward 9.7  , Reach Goal,
2025-04-07 20:47:06,680 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00372, setp 055, Reward 9.9  , Reach Goal,
2025-04-07 20:47:06,681 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00372, setp 168, Reward 9.8  , Reach Goal,
2025-04-07 20:47:06,681 - INFO - Env 21, Goal (031.9, -27.6), Episode 00372, setp 066, Reward -133.1, Crashed,
2025-04-07 20:47:06,681 - INFO - Env 23, Goal (006.8, 024.1), Episode 00372, setp 374, Reward 10.0 , Reach Goal,
2025-04-07 20:47:06,681 - INFO - Env 20, Goal (002.3, -05.6), Episode 00372, setp 409, Reward 5.1  , Reach Goal,
2025-04-07 20:47:10,174 - INFO - Env 01, Goal (023.2, 016.6), Episode 00296, setp 275, Reward -82.9, Crashed,
2025-04-07 20:47:10,174 - INFO - Env 02, Goal (019.3, 008.7), Episode 00296, setp 284, Reward 8.6  , Reach Goal,
2025-04-07 20:47:10,174 - INFO - Env 03, Goal (009.4, -35.0), Episode 00296, setp 281, Reward -144.4, Crashed,
2025-04-07 20:47:10,174 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00296, setp 658, Reward 8.9  , Reach Goal,
2025-04-07 20:47:10,174 - INFO - Env 05, Goal (000.1, -21.5), Episode 00296, setp 472, Reward 9.4  , Reach Goal,
2025-04-07 20:47:19,572 - INFO - Env 08, Goal (002.2, 017.8), Episode 00251, setp 510, Reward 8.6  , Reach Goal,
2025-04-07 20:47:19,572 - INFO - Env 06, Goal (011.7, 004.7), Episode 00251, setp 071, Reward 8.4  , Reach Goal,
2025-04-07 20:47:19,572 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00251, setp 253, Reward 8.2  , Reach Goal,
2025-04-07 20:47:19,572 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00251, setp 872, Reward -53.3, Crashed,
2025-04-07 20:47:30,672 - INFO - Env 18, Goal (018.7, -33.9), Episode 00300, setp 914, Reward 10.8 , Reach Goal,
2025-04-07 20:47:30,672 - INFO - Env 16, Goal (030.2, 027.9), Episode 00300, setp 463, Reward 10.8 , Reach Goal,
2025-04-07 20:47:30,672 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00300, setp 551, Reward -30.3, Crashed,
2025-04-07 20:47:30,672 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00300, setp 358, Reward -36.5, Crashed,
2025-04-07 20:47:39,777 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00255, setp 1025, Reward 9.6  , Reach Goal,
2025-04-07 20:47:39,777 - INFO - Env 12, Goal (006.7, 019.0), Episode 00255, setp 276, Reward 8.6  , Reach Goal,
2025-04-07 20:47:39,777 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00255, setp 147, Reward 11.2 , Reach Goal,
2025-04-07 20:47:39,777 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00255, setp 163, Reward 9.3  , Reach Goal,
2025-04-07 20:47:39,777 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00255, setp 587, Reward 10.0 , Reach Goal,
2025-04-07 20:48:25,886 - INFO - Env 23, Goal (006.8, 024.1), Episode 00373, setp 194, Reward -58.2, Crashed,
2025-04-07 20:48:25,886 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00373, setp 118, Reward -33.1, Crashed,
2025-04-07 20:48:25,886 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00373, setp 028, Reward 8.2  , Reach Goal,
2025-04-07 20:48:25,886 - INFO - Env 20, Goal (002.3, -05.6), Episode 00373, setp 405, Reward 9.9  , Reach Goal,
2025-04-07 20:48:25,886 - INFO - Env 21, Goal (031.9, -27.6), Episode 00373, setp 737, Reward 10.4 , Reach Goal,
2025-04-07 20:48:54,383 - INFO - Env 01, Goal (023.2, 016.6), Episode 00297, setp 153, Reward -98.6, Crashed,
2025-04-07 20:48:54,383 - INFO - Env 02, Goal (019.3, 008.7), Episode 00297, setp 282, Reward 9.5  , Reach Goal,
2025-04-07 20:48:54,383 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00297, setp 609, Reward 8.4  , Reach Goal,
2025-04-07 20:48:54,383 - INFO - Env 05, Goal (000.1, -21.5), Episode 00297, setp 442, Reward 10.4 , Reach Goal,
2025-04-07 20:48:54,383 - INFO - Env 03, Goal (009.4, -35.0), Episode 00297, setp 978, Reward 10.1 , Reach Goal,
2025-04-07 20:49:05,474 - INFO - Env 18, Goal (018.7, -33.9), Episode 00301, setp 892, Reward 10.6 , Reach Goal,
2025-04-07 20:49:05,474 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00301, setp 425, Reward 9.0  , Reach Goal,
2025-04-07 20:49:05,474 - INFO - Env 16, Goal (030.2, 027.9), Episode 00301, setp 456, Reward 10.7 , Reach Goal,
2025-04-07 20:49:05,481 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00301, setp 312, Reward -63.5, Crashed,
2025-04-07 20:49:13,173 - INFO - Env 08, Goal (002.2, 017.8), Episode 00252, setp 409, Reward -33.5, Crashed,
